story_id,publication_date,headline,outlet_id,original,local,critical_info_need
34,2016-08-28,Lil Kim Doesn't,1,FALSE,FALSE,None
35,2016-08-28,WATCH: Pokemon GO,1,FALSE,FALSE,Emergencies/risks
36,2016-08-28,WATCH: Brazilian Cops,1,FALSE,FALSE,None
37,2016-08-28,WATCH: Crazy Angry,1,FALSE,FALSE,None
38,2016-08-28,Would-Be Reagan,1,FALSE,FALSE,Emergencies/risks
39,2016-08-28,The Internet Ethers,1,FALSE,FALSE,None
40,2016-08-28,The Youngest Black,1,FALSE,FALSE,Civic information
41,2016-08-28,Best tweets from,1,FALSE,FALSE,None
42,2016-09-20,Connor Holds Lemonade,1,TRUE,FALSE,Civic information
43,2016-09-20,Jimmy Fallon's Rio,1,TRUE,FALSE,None
44,2016-09-20,Most Kids With,1,TRUE,FALSE,Health
45,2016-09-20,I Hosted A,1,TRUE,FALSE,None
46,2016-07-27,If You Need,1,TRUE,FALSE,Health
47,2016-07-27,21 Celebrities with,1,TRUE,FALSE,None
48,2016-08-02,Equating Hard Work,1,TRUE,FALSE,Education
49,2016-08-02,Blac Chyna Kicked,1,TRUE,FALSE,None
50,2016-08-02,Brad Meltzer Describes,1,TRUE,FALSE,Civic information
51,2016-08-02,Protest Over Dakota,1,TRUE,FALSE,Political life
52,2016-08-02,Hot Shots: Celebrity,1,TRUE,FALSE,None
53,2016-08-02,Terrence Howard Almost,1,TRUE,FALSE,None
54,2016-08-02,Hear Kurt Cobain's,1,TRUE,FALSE,None
55,2016-08-02,Kid Accidentally Dings,1,TRUE,FALSE,Emergencies/risks
56,2016-08-02,SHOCKING PHOTOS: Ohio,1,TRUE,FALSE,Emergencies/risks
57,2016-08-02,[ VIDEO ] Sex Assault,1,TRUE,FALSE,Emergencies/risks
58,2016-08-02,Why September 9th,1,TRUE,FALSE,None
59,2016-08-02,House Approves Bill,1,TRUE,FALSE,Political life
60,2016-08-02,Seattle Seahawks Players,1,TRUE,FALSE,Civic information
61,2016-08-02,Iman Shumpert Was,1,TRUE,FALSE,Emergencies/risks
62,2016-08-02,Guns N’ Roses,1,TRUE,FALSE,None
63,2016-09-09,Expansion Of Good,1,TRUE,FALSE,Political life
64,2016-09-09,Trump Used $258K,1,TRUE,FALSE,Political life
65,2016-09-09,Third-Grade Reading,1,TRUE,FALSE,Political life
66,2016-09-09,Charlotte Erupts After,1,TRUE,FALSE,Emergencies/risks
67,2016-09-09,"Racist Graffiti, KKK",1,TRUE,FALSE,Emergencies/risks
68,2016-09-09,Adele: Send My,1,TRUE,FALSE,None
69,2016-08-06,IMDb May Not,1,TRUE,FALSE,Political life
70,2016-08-06,Just 3 Canadian,1,TRUE,FALSE,None
71,2016-08-06,Twitter Had A,1,TRUE,FALSE,None
72,2016-08-06,Tecate Mocks Donald,1,TRUE,FALSE,Political life
73,2016-08-06,"But First, Let",1,TRUE,FALSE,Political life
74,2016-08-06,What You Need,1,TRUE,FALSE,Political life
75,2016-08-06,[ WATCH IT ] Metallica,1,TRUE,FALSE,None
76,2016-08-06,Cage The Elephant,1,TRUE,FALSE,None
77,2016-08-06,What Happens When,1,TRUE,FALSE,Civic information
78,2016-08-06,Iowa Man Says,1,TRUE,FALSE,Emergencies/risks
79,2016-08-06,[ WATCH IT ] Girls,1,TRUE,FALSE,None
80,2016-08-06,[ WATCH IT ] EPIC,1,TRUE,FALSE,None
101,2016-09-26,Contra Loma Estates,5,TRUE,TRUE,Civic information
104,2016-08-02,Assemblymember Frazier adds,5,TRUE,TRUE,Civic information
105,2016-08-02,Contra Costa Sheriff,5,TRUE,TRUE,Emergencies/risks
106,2016-08-02,Police search for,5,TRUE,TRUE,Emergencies/risks
107,2016-09-09,Rep. DeSaulnier announces,5,TRUE,FALSE,Political life
108,2016-09-09,In announcing endorsements,5,TRUE,TRUE,Political life
109,2016-08-06,Free Senior Resource,5,TRUE,TRUE,Civic information
110,2016-08-06,Enjoy kayaking the,5,TRUE,TRUE,Civic information
135,2016-09-26,Horrific California bus,10,FALSE,FALSE,Transportation systems
136,2016-09-26,Bybee Creek Fire,10,TRUE,TRUE,Emergencies/risks
137,2016-09-26,Maryland standoff leaves,10,FALSE,FALSE,Emergencies/risks
138,2016-09-26,Pilot tackles unruly,10,FALSE,FALSE,Transportation systems
141,2016-08-02,Detectives asking for,10,TRUE,TRUE,Emergencies/risks
142,2016-08-02,Newport H.S. senior,10,TRUE,TRUE,Transportation systems
143,2016-08-02,Man reportedly jumps,10,TRUE,TRUE,Emergencies/risks
145,2016-08-06,Student hit in,10,TRUE,TRUE,Emergencies/risks
146,2016-08-06,Same-sex couple,10,TRUE,FALSE,Civic information
147,2016-08-06,Mysterious bullets appear,10,TRUE,FALSE,None
148,2016-08-06,All eyes on,10,TRUE,FALSE,Political life
149,2016-09-26,Showplace Cinemas Announces,11,TRUE,TRUE,Environment/planning
150,2016-09-26,Holy Rosary Cutting,11,TRUE,TRUE,Education
151,2016-09-26,Officials Remind Parents,11,TRUE,TRUE,Health
152,2016-09-26,Illinois State Police,11,TRUE,FALSE,Emergencies/risks
157,2016-08-06,Search Warrant Being,11,TRUE,TRUE,Emergencies/risks
158,2016-09-26,Area high school,12,TRUE,TRUE,Civic information
159,2016-09-26,City in talks,12,TRUE,TRUE,Civic information
160,2016-09-26,Owasso Chamber to,12,TRUE,TRUE,Civic information
162,2016-07-27,Razor-sharp strategy,12,TRUE,TRUE,Education
163,2016-07-27,Rejoice Christian volleyball,12,TRUE,TRUE,Education
164,2016-07-27,Notebook: Owasso volleyball,12,TRUE,TRUE,Education
165,2016-08-02,Broken Arrow-Owasso,12,TRUE,TRUE,Education
167,2016-08-06,Critical week for,12,TRUE,TRUE,Education
168,2016-09-26,US stocks skid,13,FALSE,FALSE,Economic development
169,2016-09-26,Pfizer beats Street,13,FALSE,FALSE,Economic development
170,2016-09-26,Samsung's new jumbo,13,FALSE,FALSE,Economic development
171,2016-09-26,McDonald's executive retiring,13,FALSE,FALSE,Economic development
172,2016-09-26,Obama says Trump,13,FALSE,FALSE,Political life
173,2016-09-26,Strategist's bolt from,13,FALSE,FALSE,Political life
174,2016-09-26,The Latest: Trump,13,FALSE,FALSE,Political life
175,2016-09-26,For black leaders,13,FALSE,FALSE,Civic information
176,2016-09-26,New bat species,13,FALSE,FALSE,Environment/planning
177,2016-09-26,Kayak sharing along,13,FALSE,FALSE,Civic information
178,2016-09-26,Charges: Stranger breaks,13,FALSE,FALSE,Emergencies/risks
179,2016-09-26,Driver with 'buzz',13,FALSE,FALSE,Emergencies/risks
180,2016-09-26,Dealer sentenced for,13,FALSE,FALSE,Emergencies/risks
181,2016-09-26,July US auto,13,FALSE,FALSE,Economic development
182,2016-09-26,Obama's library a,13,FALSE,FALSE,Civic information
183,2016-09-26,Bill would end,13,FALSE,FALSE,Transportation systems
184,2016-09-26,Long-term US,13,FALSE,FALSE,Economic development
185,2016-09-26,Ask Brianna: Is,13,FALSE,FALSE,Economic development
186,2016-09-26,Freddie Mac posts,13,FALSE,FALSE,Economic development
187,2016-09-26,US stocks skid,13,FALSE,FALSE,Economic development
188,2016-09-26,NY senator urges,13,FALSE,FALSE,Economic development
189,2016-09-26,Olympians suit up,13,FALSE,FALSE,None
190,2016-09-26,Samsung's new jumbo,13,FALSE,FALSE,None
191,2016-09-26,After 'Pokemon Go',13,FALSE,FALSE,Civic information
192,2016-09-20,Spain: Police arres,13,FALSE,FALSE,Emergencies/risks
193,2016-09-20,Thai economy feels,13,FALSE,FALSE,Economic development
194,2016-09-20,Olympics media: Delayed,13,FALSE,FALSE,Civic information
195,2016-09-20,Poll: Young adults,13,FALSE,FALSE,Civic information
196,2016-09-20,Rio's poor watch,13,FALSE,FALSE,Civic information
197,2016-07-27,Don't Breathe' scores,13,FALSE,FALSE,None
198,2016-07-27,Turkish president vows,13,FALSE,FALSE,Political life
199,2016-07-27,Italy probes whether,13,FALSE,FALSE,Emergencies/risks
200,2016-07-27,Panera CEO on,13,FALSE,FALSE,None
201,2016-07-27,Trump stand-ins,13,FALSE,FALSE,Political life
202,2016-07-27,Can Clinton save,13,FALSE,FALSE,Political life
203,2016-07-27,IDs revealed of,13,FALSE,FALSE,Transportation systems
204,2016-07-27,Marine mechanic falls,13,FALSE,FALSE,Emergencies/risks
205,2016-07-27,Teen driver in,13,FALSE,FALSE,Transportation systems
206,2016-07-27,Minneapolis park and,13,FALSE,TRUE,Political life
207,2016-07-27,Minneapolis crime spotters,13,FALSE,FALSE,Emergencies/risks
208,2016-07-27,After strong response,13,FALSE,FALSE,Civic information
209,2016-07-27,Flight instructor dies,13,FALSE,FALSE,Emergencies/risks
210,2016-07-27,Visitor misbehavior abounds,13,FALSE,FALSE,Environment/planning
211,2016-07-27,Women in US,13,FALSE,FALSE,Civic information
212,2016-07-27,Big costs for,13,FALSE,FALSE,Health
213,2016-07-27,Can Clinton save,13,FALSE,FALSE,Health
214,2016-07-27,MTV VMAs to,13,FALSE,FALSE,None
215,2016-07-27,"Uber, rival Careem",13,FALSE,FALSE,Civic information
216,2016-07-27,Feds turn to,13,FALSE,FALSE,Transportation systems
217,2016-08-02,Protest grows ahead,13,FALSE,FALSE,Civic information
218,2016-08-02,GM recalls 4M,13,FALSE,FALSE,Transportation systems
219,2016-08-02,Giant cruise ship,13,FALSE,FALSE,None
220,2016-08-02,Norway takes on,13,FALSE,FALSE,Civic information
221,2016-08-02,Seoul: North Korea's,13,FALSE,FALSE,Political life
222,2016-08-02,AP Analysis: N.,13,FALSE,FALSE,None
223,2016-08-02,Higher lobster prices,13,FALSE,FALSE,Economic development
224,2016-08-02,US stock indexes,13,FALSE,FALSE,Economic development
225,2016-08-02,"Grain mixed, livestock",13,FALSE,FALSE,Economic development
226,2016-08-02,Air travelers on,13,FALSE,FALSE,Transportation systems
227,2016-09-09,"1,400 investor lawsuits",13,FALSE,FALSE,Economic development
228,2016-09-09,The Latest: Pence,13,FALSE,FALSE,Political life
229,2016-09-09,Stocks rise after,13,FALSE,FALSE,Economic development
230,2016-09-09,Chipotle makes new,13,FALSE,FALSE,Health
231,2016-09-09,Bomb suspect vowed,13,FALSE,FALSE,Emergencies/risks
232,2016-09-09,Protesters in police,13,FALSE,FALSE,Emergencies/risks
233,2016-09-09,Family: Tulsa shooting,13,FALSE,FALSE,Emergencies/risks
234,2016-09-09,"Edina, Minneapolis athletes",13,FALSE,FALSE,Civic information
235,2016-09-09,Flash flood watch,13,FALSE,TRUE,Emergencies/risks
236,2016-09-09,"Farewell, Brangelina, but",13,FALSE,FALSE,None
237,2016-09-09,Report: Staff shortages,13,FALSE,FALSE,Economic development
238,2016-09-09,Samsung suffers backlash,13,FALSE,FALSE,Health
239,2016-09-09,Suriname slides into,13,FALSE,FALSE,Economic development
240,2016-09-09,Google Allo chat,13,FALSE,FALSE,None
241,2016-09-09,Investors join call,13,FALSE,FALSE,Economic development
242,2016-09-09,Russia revises ban,13,FALSE,FALSE,Economic development
243,2016-09-09,Youth has final,13,FALSE,FALSE,Economic development
244,2016-09-09,Plastics plant sued,13,FALSE,FALSE,Health
245,2016-09-09,Debate Night: Clinton,13,FALSE,FALSE,Political life
246,2016-09-09,Moderator Lester Holt,13,FALSE,FALSE,Political life
247,2016-08-06,"6 shot, 3",13,FALSE,FALSE,Emergencies/risks
248,2016-08-06,"Fond memories, fresh",13,FALSE,FALSE,Civic information
249,2016-08-06,Man charged with,13,FALSE,FALSE,Emergencies/risks
250,2016-08-06,Police: Motorcyclist's license,13,FALSE,FALSE,Emergencies/risks
251,2016-08-06,Marilyn Carlson Nelson,13,FALSE,FALSE,Civic information
252,2016-08-06,Driver killed in,13,FALSE,FALSE,Emergencies/risks
253,2016-08-06,The Latest: Documents,13,FALSE,FALSE,Emergencies/risks
254,2016-08-06,Elevator trouble closes,13,FALSE,FALSE,Civic information
255,2016-08-06,Mall victims include,13,FALSE,FALSE,Emergencies/risks
256,2016-08-06,Liz Weston: Your,13,FALSE,FALSE,Health
257,2016-08-06,Dallas police and,13,FALSE,FALSE,Economic development
258,2016-08-06,Banks tumble with,13,FALSE,FALSE,Economic development
259,2016-08-06,Markets Right Now,13,FALSE,FALSE,Economic development
260,2016-08-06,"Grain lower, livestock",13,FALSE,FALSE,Economic development
261,2016-08-06,Ex-Verizon worker,13,FALSE,FALSE,Civic information
262,2016-08-06,Chinese firm charged,13,FALSE,FALSE,Civic information
263,2016-08-06,"Business owner, 2",13,FALSE,FALSE,Civic information
267,2016-08-02,"Julián Figueroa, hijo",14,TRUE,FALSE,None
269,2016-08-06,Padre inmigrante de,14,TRUE,FALSE,None
270,2016-08-06,Nueve personas resultaron,14,TRUE,FALSE,None
273,2016-07-27,Jennifer López aparece,15,TRUE,FALSE,None
274,2016-07-27,Carta abierta a,15,TRUE,FALSE,None
275,2016-07-27,5 momentos históricos,15,TRUE,FALSE,None
276,2016-08-02,"Julián Figueroa, hijo",15,TRUE,FALSE,None
277,2016-08-02,Estamos cansados que,15,TRUE,FALSE,Political life
278,2016-09-09,El autor de,15,TRUE,FALSE,None
279,2016-09-09,Los mejores conciertos,15,TRUE,FALSE,None
280,2016-09-09,Hoy es el,15,TRUE,FALSE,None
281,2016-08-06,Aterciopelados está de,15,TRUE,FALSE,None
282,2016-08-06,En fotos: Lo,15,TRUE,FALSE,Civic information
283,2016-08-06,Cultura Profética festejará,15,TRUE,FALSE,None
284,2016-08-06,Escucha la música,15,TRUE,FALSE,None
285,2016-08-06,Gloria Trevi y,15,TRUE,FALSE,None
286,2016-08-06,Carlos Vives y,15,TRUE,FALSE,None
293,NA,Super station,17,TRUE,TRUE,Economic development
294,NA,"Out: Cupcakes, Burritos",17,TRUE,TRUE,Economic development
295,NA,Good Trouble,17,TRUE,FALSE,None
296,NA,The Big Shift,17,TRUE,TRUE,Civic information
297,NA,Shannon Gibney,17,TRUE,FALSE,None
298,NA,Herpetologist Patrick Terry,17,TRUE,FALSE,None
299,NA,Supporting survivors,17,TRUE,FALSE,Civic information
300,NA,Moving the Waters,17,TRUE,FALSE,Environment/planning
301,NA,Snowflake Wanted,17,TRUE,FALSE,Civic information
302,NA,Pot fight,17,TRUE,FALSE,Civic information
303,NA,Money and Authenticity,17,TRUE,TRUE,Political life
304,2016-09-26,Rome teacher acquitted,17,TRUE,TRUE,Civic information
305,2016-09-26,"Griffo, Brindisi unopposed",17,TRUE,TRUE,Political life
306,2016-09-26,Man takes to,17,FALSE,FALSE,None
307,2016-09-26,Low milk prices,17,TRUE,TRUE,Economic development
308,2016-09-26,Medical benefits of,17,FALSE,FALSE,Health
309,2016-09-26,Hanna’s choice of,17,TRUE,TRUE,Political life
310,2016-09-26,Email fallout: 3,17,FALSE,FALSE,Political life
311,2016-09-26,Schumer: Feds should,17,TRUE,TRUE,Political life
312,2016-09-26,Obama says Trump,17,FALSE,FALSE,Political life
313,2016-09-26,Notre Dame principal,17,TRUE,TRUE,Civic information
314,2016-09-26,Public hearing set,17,TRUE,TRUE,Civic information
315,2016-09-26,Parents sue over,17,FALSE,FALSE,None
316,2016-09-26,New drugs a,17,TRUE,TRUE,Health
317,2016-09-26,Child care in,17,TRUE,TRUE,Health
318,2016-09-26,In time of,17,TRUE,TRUE,Civic information
319,2016-09-26,The Mom Stop,17,FALSE,FALSE,None
320,2016-09-26,Shayne Looper: The,17,FALSE,FALSE,None
321,2016-09-26,Dr. Elaine Heffner,17,FALSE,FALSE,None
322,2016-09-26,A New Season,17,FALSE,FALSE,None
323,2016-09-26,Ellie Kemper and,17,FALSE,FALSE,None
324,2016-09-26,There’s an L.A.,17,FALSE,FALSE,None
325,2016-09-26,‘Pokémon Go’ developer,17,FALSE,FALSE,None
326,2016-09-26,Channing Tatum will,17,FALSE,FALSE,None
327,2016-09-20,Cooking on deadline,17,FALSE,FALSE,None
328,2016-09-20,Rio Olympics: The,17,FALSE,FALSE,Civic information
329,2016-09-20,Rio Olympics: What,17,FALSE,FALSE,None
330,2016-09-20,Rio welcomes world,17,FALSE,FALSE,None
331,2016-09-20,Northland Communications moving,17,TRUE,TRUE,Economic development
332,2016-09-20,Young Scholars at,17,TRUE,TRUE,Education
333,2016-09-20,OUR VIEW: The,17,FALSE,FALSE,Health
334,2016-09-20,Madison County landfill,17,TRUE,TRUE,Economic development
335,2016-07-27,Social media becoming,17,TRUE,FALSE,Political life
336,2016-07-27,Visitor misbehavior abounds,17,FALSE,FALSE,Civic information
337,2016-07-27,CBS' Charles Osgood,17,FALSE,FALSE,None
338,2016-07-27,Where Have You,17,TRUE,TRUE,None
339,2016-07-27,This Week in,17,TRUE,TRUE,None
340,2016-07-27,iSpy: Latino Festival,17,TRUE,TRUE,None
341,2016-07-27,Officials say an,17,FALSE,FALSE,Emergencies/risks
342,2016-07-27,Fire in Montenegro threatens,17,FALSE,FALSE,Environment/planning
343,2016-07-27,Lack of aspiring,17,TRUE,TRUE,Education
344,2016-07-27,What you should,17,TRUE,TRUE,Civic information
345,2016-07-27,2 Chicago men,17,FALSE,FALSE,Emergencies/risks
346,2016-07-27,This Week in,17,TRUE,TRUE,None
347,2016-07-27,Clark Mills property,17,TRUE,TRUE,Civic information
348,2016-07-27,GUEST VIEW: Success,17,TRUE,TRUE,Civic information
349,2016-07-27,YOUR VIEWS: Letters,17,TRUE,TRUE,None
350,2016-07-27,OUR VIEW: Cherish,17,TRUE,FALSE,Civic information
351,2016-07-27,Olympic Gymnast Laurie,17,FALSE,FALSE,None
352,2016-07-27,New Luke Cage,17,FALSE,FALSE,None
353,2016-08-02,First responders remember,17,TRUE,TRUE,Civic information
354,2016-08-02,Utica agency agrees,17,TRUE,TRUE,Economic development
355,2016-08-02,Nissan recalls 120K,17,FALSE,FALSE,Transportation systems
356,2016-08-02,Puzzles are hands-on,17,TRUE,TRUE,None
357,2016-08-02,Driver swerved to,17,TRUE,TRUE,Transportation systems
358,2016-08-02,TOWN NOTEBOOK: News,17,TRUE,TRUE,Civic information
359,2016-08-02,Local nurse earn,17,TRUE,TRUE,None
360,2016-08-02,Trump rally takes,17,TRUE,TRUE,Civic information
361,2016-08-02,They lived through,17,FALSE,FALSE,Civic information
362,2016-08-02,3-wheeled electric,17,FALSE,FALSE,Transportation systems
363,2016-08-02,Parents call police,17,TRUE,TRUE,Transportation systems
364,2016-08-02,Dozens of birds,17,FALSE,FALSE,Health
365,2016-08-02,Man steals money,17,FALSE,FALSE,Emergencies/risks
366,2016-08-02,Telemedicine can help,17,TRUE,TRUE,Health
367,2016-08-02,Chief was investigated,17,FALSE,FALSE,Emergencies/risks
368,2016-08-02,Promoting diversity awareness,17,TRUE,TRUE,None
369,2016-08-02,Kent Bush: Answer,17,FALSE,FALSE,Political life
370,2016-08-02,Mark L. Hopkins,17,FALSE,FALSE,None
371,2016-08-02,Matthew T. Mangino,17,FALSE,FALSE,Civic information
372,2016-08-02,Tales From the,17,FALSE,FALSE,None
373,2016-08-02,’70s Crime Drama,17,FALSE,FALSE,None
374,2016-08-02,Game of Thrones,17,FALSE,FALSE,None
375,2016-08-02,Have You Seen,17,FALSE,FALSE,None
376,2016-08-02,Newest superbug found,17,FALSE,FALSE,Health
377,2016-08-02,Tourists rescued after,17,FALSE,FALSE,Transportation systems
378,2016-09-09,Diversity gap between,17,TRUE,TRUE,Education
379,2016-09-09,Utica police probe,17,TRUE,TRUE,Emergencies/risks
380,2016-09-09,Protesters in police,17,FALSE,FALSE,Emergencies/risks
381,2016-09-09,"ederal, state agencies",17,TRUE,TRUE,Transportation systems
382,2016-09-09,COLUMN: Takei’s speech,17,TRUE,TRUE,Education
383,2016-09-09,NY state police,17,FALSE,FALSE,Emergencies/risks
384,2016-09-09,Derrick Rose accuser,17,FALSE,FALSE,Civic information
385,2016-09-09,Former NY educator,17,FALSE,FALSE,Emergencies/risks
386,2016-09-09,Time gap in,17,FALSE,FALSE,Emergencies/risks
387,2016-09-09,OUR VIEW: Decision,17,TRUE,TRUE,None
388,2016-08-06,Comedian Steven Wright,17,TRUE,TRUE,None
389,2016-08-06,Zogby: First presidential,17,TRUE,TRUE,None
390,2016-08-06,Forever with Fido,17,FALSE,FALSE,Civic information
391,2016-08-06,Remington celebrates bicentennial,17,TRUE,TRUE,None
392,2016-08-06,5 things to,17,FALSE,FALSE,Political life
393,2016-08-06,Federal charges possible,17,TRUE,TRUE,Emergencies/risks
394,2016-08-06,Some town positions,17,TRUE,TRUE,Political life
395,2016-08-06,Why it’s so,17,FALSE,FALSE,None
396,2016-08-06,Rome recycling event,17,TRUE,TRUE,Civic information
397,2016-08-06,NY doctor alleges,17,FALSE,FALSE,Health
398,2016-08-06,Business News for,17,TRUE,TRUE,Economic development
399,2016-08-06,Community News for,17,TRUE,TRUE,Civic information
400,2016-08-06,"6 shot, 3",17,FALSE,FALSE,Emergencies/risks
401,2016-08-06,Research finds talc,17,FALSE,FALSE,Health
402,2016-08-06,Monday Morning Conversation,17,TRUE,TRUE,Civic information
403,2016-08-06,It’s hard to,17,FALSE,FALSE,None
404,2016-08-06,Boater missing for,17,FALSE,FALSE,Emergencies/risks
405,2016-08-06,Court Street businesses,17,TRUE,TRUE,Economic development
406,2016-08-06,Report: Syracuse boy,17,TRUE,TRUE,Emergencies/risks
407,2016-08-06,3 killed when,17,FALSE,FALSE,Emergencies/risks
408,2016-08-06,Mall shooting suspect,17,FALSE,FALSE,Emergencies/risks
409,2016-08-06,Sauquoit man killed,17,TRUE,TRUE,Emergencies/risks
410,2016-08-06,Ottawa to move,17,TRUE,FALSE,None
411,2016-08-06,Utica Comets fans,17,TRUE,TRUE,None
412,2016-08-06,Golf legend Arnold,17,FALSE,FALSE,None
413,2016-08-06,Debate ‘expectations game’,17,FALSE,FALSE,Political life
414,2016-08-06,John Oliver thinks,17,FALSE,FALSE,Political life
415,2016-08-06,4 things to,17,FALSE,FALSE,Political life
416,2016-08-06,White House staff,17,FALSE,FALSE,None
417,2016-08-06,Trump campaign manager,17,FALSE,FALSE,Political life
418,2016-08-06,GUEST VIEW: Medical,17,TRUE,TRUE,Health
419,2016-08-06,OUR VIEW: Weekly,17,TRUE,TRUE,Civic information
420,2016-08-06,Home Help: Tips,17,FALSE,FALSE,None
421,2016-08-06,That horrible morning,17,FALSE,FALSE,Health
422,2016-08-06,How to not,17,FALSE,FALSE,Health
423,2016-08-06,Here’s how Arnold,17,FALSE,FALSE,None
424,2016-08-06,Once Upon a,17,FALSE,FALSE,None
425,2016-08-06,The True Star,17,FALSE,FALSE,None
426,2016-08-06,Quantico Postmortem: Boss,17,FALSE,FALSE,None
427,2016-08-06,“Fear the Walking,17,FALSE,FALSE,None
428,2016-08-06,Python wrapped around,17,FALSE,FALSE,Transportation systems
432,2016-08-02,BRAND SPOTLIGHT: RODALE’S,18,TRUE,TRUE,None
433,2016-08-02,DNCE: YOUR MOST,18,TRUE,FALSE,None
435,2016-08-06,THIS IS SEXUAL,18,TRUE,TRUE,None
436,2016-08-06,BEAUTY HACKS TO,18,TRUE,TRUE,None
437,2016-08-06,SPOTLIGHT CLUB: NO,18,TRUE,TRUE,Civic information
438,2016-08-06,COLLEGE CRISIS: SORORITY,18,TRUE,TRUE,Civic information
439,2016-08-06,8 TIMES WE,18,TRUE,FALSE,None
462,2016-08-02,A Pokemon update,23,TRUE,FALSE,None
463,NA,ArtPrize showcases talent,23,TRUE,TRUE,Civic information
477,2016-08-06,Milwaukee Film Festival,25,TRUE,FALSE,None
478,2016-09-26,The Greene County,26,TRUE,TRUE,Civic information
479,2016-09-20,The Greene Town,26,TRUE,TRUE,None
480,2016-09-20,The Greene County,26,TRUE,TRUE,Civic information
494,2016-08-02,Only in Harrison,28,TRUE,TRUE,None
495,2016-08-02,UPDATE: Friday classes,28,TRUE,TRUE,Environment/planning
496,2016-08-02,Q&A with Knight,28,TRUE,FALSE,None
497,2016-08-02,Jen Eyer appointed,28,TRUE,TRUE,Political life
500,2016-09-26,Local Playwright Releases,29,TRUE,TRUE,None
501,2016-09-20,Montclair Jazz Festival,29,TRUE,TRUE,Civic information
503,NA,S.O.F.I.A. 6th Annual,29,TRUE,TRUE,Civic information
506,2016-08-06,Letting the Jean-ie,29,FALSE,FALSE,None
513,2016-09-26,Justin Bieber Met,31,FALSE,FALSE,None
514,2016-09-26,Two Breastfeeding Moms,31,TRUE,FALSE,None
515,2016-09-26,Bodyguard: Suge Knight,31,TRUE,FALSE,None
516,2016-09-26,Charlie Puth's Visual,31,TRUE,FALSE,None
517,2016-09-26,Can You Find,31,TRUE,FALSE,None
518,2016-09-26,REPORT: The best,31,TRUE,TRUE,Civic information
519,2016-09-26,Check out what,31,TRUE,FALSE,Health
520,2016-09-26,Parents Abandon Toddler,31,FALSE,FALSE,Emergencies/risks
521,2016-09-26,Will Smith Breaks,31,TRUE,FALSE,None
522,2016-09-26,Angry Veteran Confronts,31,FALSE,FALSE,None
523,2016-09-26,Kanye West's Carpool,31,FALSE,FALSE,None
524,2016-09-26,Pilot Tackles And,31,FALSE,FALSE,Transportation systems
525,2016-09-26,Matt Damon Tricks,31,TRUE,FALSE,None
526,2016-09-20,I Was Ghosted,31,TRUE,FALSE,None
527,2016-09-20,Justin Bieber Shot,31,FALSE,FALSE,None
528,2016-09-20,Watch President Obama,31,TRUE,FALSE,None
529,2016-09-20,Sorry' Songwriter Breaks,31,TRUE,FALSE,None
530,2016-09-20,State Senate Passes,31,FALSE,FALSE,Transportation systems
531,2016-09-20,Playboy Mansion Sale,31,FALSE,FALSE,None
